AMR_Gene_Family	ARO	ARO_Name	Drug_Class	Resistance_Mechanism	SRR10842836	SRR10842837	SRR10842838	SRR10842839	SRR10842840	SRR10842841	SRR10842842	SRR10842843	SRR10842844	SRR10842845	SRR10842846	SRR10842847	SRR10842848	SRR10842849	SRR10842850	SRR10842851	SRR10842852	SRR10842853	SRR10842854	SRR10842855	SRR10842856	SRR10842857	SRR10842858	SRR10842859	SRR10842860	SRR10842861	SRR10842862	SRR10842863	SRR10842864	SRR10842865	SRR10842866	SRR10842867	SRR10842868	SRR10842869	SRR10842870	SRR10842871
16s rRNA with mutation conferring resistance to aminoglycoside antibiotics	ARO_3007536_3007537__Mtub_16rrnS_AMK__R__c462t	Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to amikacin;Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to kanamycin	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	13.54	0.0	0.0	0.0	0	0.0	0.0	0	0
16s rRNA with mutation conferring resistance to aminoglycoside antibiotics;16s rRNA with mutation conferring resistance to peptide antibiotics	ARO_3003543_3003546__Msme_16rrsA_KAN__R__g1475t_t1389a	Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to kanamycin A;Mycolicibacterium smegmatis 16S rRNA (rrsA) mutation conferring resistance to viomycin	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	0.0	0	0	0	16.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
16s rRNA with mutation conferring resistance to peptide antibiotics	ARO_3003547__Msme_16rrsB_VIO__R__g1475t	Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to viomycin	aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	28.13	53.47	0.0	0.0	0.0	0.0	0.0	0.0	28.87	0.0	0	0.0	0.0	0.0	10.56	328.17	412.41	0.0	0.0	0	12.12	67.43	68.08	11.9	47.87	55.08	0	80.82	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004131__Ecol_23S_MULT__R__c2611t	Escherichia coli 23S rRNA with mutation conferring resistance to erythromycin and telithromycin	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004161__Prop_23S_MAC__R__g2294a_g2295a	Propionibacteria 23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	15.0	32.42	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004164__Mavi_23S_CLR__R__a2274g	Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	6.69	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004170__Spne_23S_MAC__R__c2641g	Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	35.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.76	0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0	6.38	0.0	0.0	6.26	0.0	0.0	0	0.0	16.21	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004174__Ctra_23S_MAC__R__a2107g	Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	22.37	0.0	15.41	10.09	36.19	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004174__Ctra_23S_MAC__R__a2663c_t2663c	Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	27.79	44.74	50.94	38.53	40.35	57.9	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	12.44	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to macrolide antibiotics	ARO_3004836__Ngon_23S_AZM__R__a2045g	Neisseria gonorrhoeae 23S rRNA with mutation conferring resistance to azithromycin	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	5.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	ARO_3004173__Ecol_23S_OXZ__R__g2447t	Escherichia coli 23S rRNA with mutation conferring resistance to oxazolidinone antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.88	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	6.3	0.0	0	0.0	8.1	0	0
23S rRNA with mutation conferring resistance to pleuromutilin antibiotics	ARO_3005083__Tthe_23S_PLM__R__t2500a	Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics	glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	8.54	0.0	0	0
antibiotic-resistant UhpT	ARO_3003890__Ecol_UhpT_FOF__V__E350Q	Escherichia coli UhpT with mutation conferring resistance to fosfomycin	phosphonic acid antibiotic	antibiotic target alteration	0.0	0	0	0	5603.47	144.08	0.0	0.0	0.0	0.0	0.0	0.0	2615.27	0.0	0.0	0	0.0	0.0	0.0	81.15	135.09	1533.35	42.84	0.0	0	0.0	0.0	14.95	0.0	0.0	0.0	0	0.0	0.0	0	0
fluoroquinolone resistant gyrA;triclosan resistant gyrA	ARO_3003926_3004334_3007751__Sent_gyrA_FLO__V__S83F	Salmonella enterica gyrA conferring resistance to fluoroquinolones;Salmonella enterica gyrA with mutation conferring resistance to triclosan;Salmonella isangi gyrA conferring resistance to fluoroquinolones	disinfecting agents and antiseptics;fluoroquinolone antibiotic;nybomycin-like antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	5.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
fluoroquinolone resistant gyrB	ARO_3003306__Mmor_gyrB_FLO__V__S463A	Morganella morganii gyrB conferring resistance to fluoroquinolones	aminocoumarin antibiotic;fluoroquinolone antibiotic	antibiotic target alteration	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.8	49.51	0	0.0	44.41	864.19	6.68	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0	0
